No. , DateTime, packetNumber, packet_nAddpos, packet_nPos ,packet_ArrayByte, Ticks
714, 2022-03-14 PM 5:53:06 and 583ms, 10202, 95, 0, 637828771865834900, 
715, 2022-03-14 PM 5:53:06 and 599ms, 970110, 42, 0, 637828771865996750, 
716, 2022-03-14 PM 5:53:06 and 750ms, 970110, 42, 0, 637828771867503870, 
717, 2022-03-14 PM 5:53:06 and 766ms, 970019, 24, 0, 637828771867666990, 
718, 2022-03-14 PM 5:53:06 and 951ms, 970110, 42, 0, 637828771869513990, 
719, 2022-03-14 PM 5:53:06 and 967ms, 970110, 42, 0, 637828771869679210, 
720, 2022-03-14 PM 5:53:07 and 151ms, 970110, 42, 0, 637828771871518120, 
721, 2022-03-14 PM 5:53:07 and 218ms, 970110, 42, 0, 637828771872183960, 
722, 2022-03-14 PM 5:53:07 and 336ms, 970110, 42, 0, 637828771873360770, 
723, 2022-03-14 PM 5:53:07 and 352ms, 970019, 24, 0, 637828771873523280, 
724, 2022-03-14 PM 5:53:07 and 402ms, 970110, 42, 0, 637828771874023830, 
725, 2022-03-14 PM 5:53:07 and 670ms, 970110, 42, 0, 637828771876706770, 
726, 2022-03-14 PM 5:53:07 and 687ms, 970110, 42, 0, 637828771876872420, 
727, 2022-03-14 PM 5:53:07 and 704ms, 970110, 42, 0, 637828771877042580, 
728, 2022-03-14 PM 5:53:07 and 971ms, 970110, 42, 0, 637828771879717100, 
729, 2022-03-14 PM 5:53:07 and 988ms, 970019, 24, 0, 637828771879883260, 
730, 2022-03-14 PM 5:53:08 and 4ms, 970110, 42, 0, 637828771880044890, 
731, 2022-03-14 PM 5:53:08 and 188ms, 970110, 42, 0, 637828771881886870, 
732, 2022-03-14 PM 5:53:08 and 205ms, 970110, 42, 0, 637828771882057310, 
733, 2022-03-14 PM 5:53:08 and 338ms, 970110, 42, 0, 637828771883389540, 
734, 2022-03-14 PM 5:53:08 and 490ms, 970110, 42, 0, 637828771884900920, 
735, 2022-03-14 PM 5:53:08 and 506ms, 970019, 24, 0, 637828771885063990, 
736, 2022-03-14 PM 5:53:08 and 540ms, 10214, 59, 0, 637828771885401810, 
737, 2022-03-14 PM 5:53:08 and 557ms, 10202, 77, 0, 637828771885574370, 
738, 2022-03-14 PM 5:53:08 and 691ms, 970110, 42, 0, 637828771886914490, 
739, 2022-03-14 PM 5:53:08 and 707ms, 10214, 41, 0, 637828771887077440, 
740, 2022-03-14 PM 5:53:08 and 723ms, 10202, 74, 0, 637828771887238120, 
741, 2022-03-14 PM 5:53:08 and 740ms, 970110, 42, 0, 637828771887402140, 
742, 2022-03-14 PM 5:53:08 and 772ms, 10215, 10, 0, 637828771887728090, 
743, 2022-03-14 PM 5:53:08 and 785ms, 970112, 65, 0, 637828771887857040, 
744, 2022-03-14 PM 5:53:08 and 797ms, 970123, 10, 0, 637828771887976390, 
745, 2022-03-14 PM 5:53:08 and 810ms, 970123, 9, 0, 637828771888106230, 
746, 2022-03-14 PM 5:53:08 and 874ms, 970110, 42, 0, 637828771888746430, 
747, 2022-03-14 PM 5:53:09 and 7ms, 970110, 42, 0, 637828771890077860, 
748, 2022-03-14 PM 5:53:09 and 58ms, 970110, 42, 0, 637828771890587750, 
749, 2022-03-14 PM 5:53:09 and 74ms, 970019, 24, 0, 637828771890746060, 
750, 2022-03-14 PM 5:53:09 and 309ms, 970110, 42, 0, 637828771893095630, 
751, 2022-03-14 PM 5:53:09 and 325ms, 970110, 42, 0, 637828771893256940, 
752, 2022-03-14 PM 5:53:09 and 510ms, 970110, 42, 0, 637828771895101780, 
753, 2022-03-14 PM 5:53:09 and 560ms, 970110, 42, 0, 637828771895603020, 
754, 2022-03-14 PM 5:53:10 and 330ms, 970110, 41, 0, 637828771903308340, 
755, 2022-03-14 PM 5:53:10 and 547ms, 970110, 42, 0, 637828771905477620, 
756, 2022-03-14 PM 5:53:10 and 564ms, 970019, 24, 0, 637828771905640670, 
757, 2022-03-14 PM 5:53:10 and 848ms, 970110, 42, 0, 637828771908483770, 
758, 2022-03-14 PM 5:53:10 and 864ms, 970110, 41, 0, 637828771908641800, 
759, 2022-03-14 PM 5:53:10 and 880ms, 970019, 23, 0, 637828771908809530, 
760, 2022-03-14 PM 5:53:10 and 898ms, 970123, 13, 0, 637828771908982070, 
761, 2022-03-14 PM 5:53:10 and 915ms, 970110, 42, 0, 637828771909150710, 
762, 2022-03-14 PM 5:53:11 and 65ms, 970110, 42, 0, 637828771910655730, 
763, 2022-03-14 PM 5:53:11 and 99ms, 970110, 42, 0, 637828771910990060, 
764, 2022-03-14 PM 5:53:11 and 249ms, 970110, 42, 0, 637828771912496520, 
765, 2022-03-14 PM 5:53:11 and 266ms, 970019, 24, 0, 637828771912660590, 
766, 2022-03-14 PM 5:53:11 and 283ms, 970123, 31, 0, 637828771912833650, 
767, 2022-03-14 PM 5:53:11 and 367ms, 970110, 42, 0, 637828771913671240, 
768, 2022-03-14 PM 5:53:11 and 566ms, 970110, 42, 0, 637828771915667580, 
769, 2022-03-14 PM 5:53:11 and 600ms, 970110, 42, 0, 637828771916002860, 
770, 2022-03-14 PM 5:53:11 and 868ms, 970112, 13, 0, 637828771918687940, 
771, 2022-03-14 PM 5:53:11 and 885ms, 970110, 42, 0, 637828771918851260, 
772, 2022-03-14 PM 5:53:11 and 901ms, 970110, 42, 0, 637828771919015250, 
773, 2022-03-14 PM 5:53:11 and 918ms, 970019, 24, 0, 637828771919185910, 
774, 2022-03-14 PM 5:53:12 and 69ms, 970110, 42, 0, 637828771920693680, 
775, 2022-03-14 PM 5:53:12 and 135ms, 970110, 42, 0, 637828771921358270, 
776, 2022-03-14 PM 5:53:12 and 287ms, 970110, 42, 0, 637828771922877110, 
777, 2022-03-14 PM 5:53:12 and 352ms, 970110, 42, 0, 637828771923528290, 
778, 2022-03-14 PM 5:53:12 and 588ms, 970110, 42, 0, 637828771925880340, 
779, 2022-03-14 PM 5:53:12 and 603ms, 970019, 24, 0, 637828771926038480, 
780, 2022-03-14 PM 5:53:12 and 620ms, 970110, 42, 0, 637828771926205500, 
781, 2022-03-14 PM 5:53:12 and 888ms, 10216, 75, 0, 637828771928887150, 
782, 2022-03-14 PM 5:53:14 and 377ms, 970106, 12, 0, 637828771943777210, 
783, 2022-03-14 PM 5:53:14 and 846ms, 970106, 10, 0, 637828771948464710, 
784, 2022-03-14 PM 5:53:14 and 862ms, 10217, 277, 0, 637828771948621810, 
785, 2022-03-14 PM 5:53:15 and 866ms, 970112, 13, 0, 637828771958661290, 
786, 2022-03-14 PM 5:53:15 and 882ms, 970112, 13, 0, 637828771958826700, 
787, 2022-03-14 PM 5:53:15 and 899ms, 10218, 392, 0, 637828771958991870, 
788, 2022-03-14 PM 5:53:15 and 917ms, 10201, 19, 0, 637828771959175090, 
789, 2022-03-14 PM 5:53:15 and 932ms, 10205, 39, 0, 637828771959323590, 
790, 2022-03-14 PM 5:53:15 and 949ms, 970106, 10, 0, 637828771959492350, 
791, 2022-03-14 PM 5:53:17 and 421ms, 970112, 13, 0, 637828771974219730, 
792, 2022-03-14 PM 5:53:17 and 437ms, 10218, 191, 0, 637828771974376920, 
793, 2022-03-14 PM 5:53:17 and 821ms, 970106, 19, 0, 637828771978219950, 
794, 2022-03-14 PM 5:53:19 and 411ms, 970114, 379, 0, 637828771994119910, 
795, 2022-03-14 PM 5:53:19 and 428ms, 970112, 13, 0, 637828771994285430, 
796, 2022-03-14 PM 5:53:19 and 444ms, 10218, 204, 0, 637828771994445490, 
797, 2022-03-14 PM 5:53:20 and 316ms, 970112, 13, 0, 637828772003169030, 
798, 2022-03-14 PM 5:53:20 and 331ms, 10218, 130, 0, 637828772003311800, 
799, 2022-03-14 PM 5:53:21 and 234ms, 10222, 13, 0, 637828772012348530, 
800, 2022-03-14 PM 5:53:21 and 402ms, 970112, 13, 0, 637828772014020550, 
801, 2022-03-14 PM 5:53:21 and 418ms, 10218, 510, 0, 637828772014185450, 
802, 2022-03-14 PM 5:53:21 and 451ms, 970024, 40, 0, 637828772014518710, 
803, 2022-03-14 PM 5:53:22 and 263ms, 970110, 39, 0, 637828772022634140, 
804, 2022-03-14 PM 5:53:22 and 372ms, 970110, 39, 0, 637828772023721160, 
805, 2022-03-14 PM 5:53:22 and 623ms, 970110, 39, 0, 637828772026231060, 
806, 2022-03-14 PM 5:53:22 and 672ms, 970110, 39, 0, 637828772026722100, 
807, 2022-03-14 PM 5:53:22 and 939ms, 970110, 39, 0, 637828772029393880, 
808, 2022-03-14 PM 5:53:22 and 956ms, 970019, 21, 0, 637828772029560540, 
809, 2022-03-14 PM 5:53:23 and 959ms, 970106, 13, 0, 637828772039598050, 
810, 2022-03-14 PM 5:53:24 and 411ms, 970112, 13, 0, 637828772044118790, 
811, 2022-03-14 PM 5:53:24 and 428ms, 10205, 21, 0, 637828772044285170, 
812, 2022-03-14 PM 5:53:24 and 980ms, 970112, 13, 0, 637828772049801410, 
813, 2022-03-14 PM 5:53:26 and 268ms, 970135, 22, 0, 637828772062682690, 
814, 2022-03-14 PM 5:53:26 and 284ms, 970126, 32, 0, 637828772062842710, 

End Of DateLines

